Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Total_Purchases,Fresh_Ratio,Milk_Ratio,Grocery_Ratio,Frozen_Ratio,Detergents_Paper_Ratio,Delicassen_Ratio
2,3,8040,7639,11687,2758,6839,404,37367,0.2151631118366473,0.4521412587078171,0.5592518198578263,0.271677088843853,0.4278112352037067,0.10397922270329196
2,3,834,11577,11522,275,4027,1856,30091,0.027715928350669636,0.6202684714198625,0.6187933318949231,0.09559783051702235,0.36582426142832064,0.24835372347730036
1,3,16936,6250,1981,7332,118,64,32681,0.5182215966463695,0.43731295205486864,0.24620369658548144,0.47365656341821477,0.06008877289893462,0.0442529593211327
1,3,13624,295,1381,890,43,84,16317,0.8349574063859778,0.13445930162539707,0.2909220790249985,0.2335472976906947,0.051335059652970735,0.07174960033341753
1,3,5509,1461,2251,547,187,409,10364,0.531551524507912,0.37545803752086554,0.46604091401847336,0.22973647917759388,0.1343250779022825,0.19865429166147647
2,3,180,3485,20292,959,5618,666,31200,0.0057692307692307696,0.3342135813349271,0.8064642678907822,0.17532021984694032,0.42433960758348094,0.14610323010171214
1,3,7107,1012,2974,806,355,1142,13396,0.5305315019408778,0.2748543956128368,0.4711757306198102,0.24529006113937704,0.1627895816534154,0.29197487590143606
1,3,17023,5139,5230,7888,330,1755,37365,0.45558677907132344,0.3708572858327565,0.3741263966698061,0.45946343772802917,0.09397762744428166,0.21672353060844549
1,1,30624,7209,4897,18711,763,2876,65080,0.470559311616472,0.3328233139793717,0.2743097724471144,0.5361974289866324,0.10827756905593973,0.210218372134289
2,1,2427,7097,10391,1127,4314,1468,26824,0.09047867581270504,0.5143700017088072,0.6223961566739701,0.2049746661875697,0.40103132777557554,0.2339382611944888
1,1,11686,2154,6824,3527,592,697,25480,0.4586342229199372,0.290752285768743,0.517511252427737,0.37205146417360135,0.15242673304966772,0.16539282955761347
1,1,9670,2280,2112,520,402,347,15331,0.630748157328289,0.3856400954478298,0.3711604692411852,0.18416895760206345,0.16193017481179445,0.15044560169228582
2,1,3067,13240,23127,3941,9959,731,54065,0.056728012577453066,0.49486403151980785,0.6540358384807377,0.26998840533965324,0.4291901660683448,0.11627881167988323
2,1,4484,14399,24708,3549,14235,1681,63056,0.07111139304744989,0.47786250688713244,0.6259729802775467,0.2372410245510202,0.4751333631342447,0.16327535923483882
1,1,25203,11487,9490,5065,284,6854,58383,0.43168388058167617,0.44356789707733535,0.40317157247992336,0.294541518284236,0.06974546375305789,0.34263272981060655
1,1,583,685,2216,469,954,18,4925,0.1183756345177665,0.37294274951558404,0.670782556853322,0.30859103421184986,0.440119965187158,0.060455126623185404
1,1,1956,891,5226,1383,5,1328,10789,0.18129576420428214,0.28737451774449857,0.6959757475455332,0.358030886220724,0.021527540037642384,0.35083946572072217
2,1,1107,11711,23596,955,9265,710,47344,0.02338205474822575,0.49735274194027723,0.7059707698967651,0.1420264434726447,0.44237465598997733,0.12246068952889272
1,1,6373,780,950,878,288,285,9554,0.6670504500732677,0.2857292379232979,0.3153328268834033,0.30314795262488137,0.17362154854304349,0.17271490240591147
2,1,2541,4737,6089,2946,5316,120,21749,0.11683295783714194,0.4666938154558161,0.5291189800315772,0.36804144285031337,0.49439359930718124,0.07427984287304337
1,1,1537,3748,5838,1859,3381,806,17169,0.08952181256916536,0.4672263104587822,0.583122158758905,0.32905401522491684,0.44376197431503955,0.21666812277453515
2,1,5550,12729,16767,864,12420,797,49127,0.11297249984733446,0.5090225486707489,0.5842080810560716,0.13261625181893794,0.5028062596999906,0.12737055423521085
1,1,18567,1895,1393,1801,244,2100,26000,0.7141153846153846,0.26997150846823703,0.23146689412726623,0.26319048381206867,0.09687422456265332,0.28419928002940253
1,1,7291,1012,2062,1291,240,1775,13671,0.5333187038256163,0.2720759251538999,0.38836867093387367,0.3073002966377622,0.1324968273600481,0.3603288511748049
1,1,3317,6602,6861,1329,3961,1215,23285,0.14245222246081168,0.5324755108332264,0.5428196848136335,0.2389045215355609,0.41244334466897997,0.22842835793534952
2,1,2362,6551,11364,913,5957,791,27938,0.0845443481995848,0.48423496277814193,0.6377756822654119,0.1807747344552524,0.46175982363875623,0.16826375839821478
1,1,2806,10765,15538,1374,5828,2388,38699,0.0725083335486705,0.5274206694835886,0.6336474437114374,0.1884271567622734,0.3880698476717909,0.2484089790109287
2,1,2532,16599,36486,179,13308,674,69778,0.03628650864169222,0.4877325090381102,0.7231091686509299,0.050648578010909794,0.43671402294538314,0.09828125409756808
1,1,18044,1475,2046,2532,130,1158,25385,0.7108134725231436,0.24105016122073442,0.2838992405878919,0.3158226452830556,0.07156210259812608,0.21358251483696214
2,1,18,7504,15205,1285,4797,6372,35181,0.0005116398055768739,0.46184082762167106,0.6574142632649848,0.19111618777973824,0.3692587279757066,0.4255825315661034
1,1,4155,367,1390,2306,86,130,8434,0.4926488024662082,0.20860092687224835,0.4059668779586898,0.5228930303381291,0.10097931662267362,0.12415233095085723
1,1,14755,899,1382,1765,56,749,19606,0.7525757421197593,0.21413386049655914,0.2654969414717192,0.30003910112758186,0.05344406879381461,0.19545483121058455
1,1,5396,7503,10646,91,4167,239,28042,0.1924256472434206,0.5172648657142027,0.6161532426974282,0.056966062717618796,0.3854847996682433,0.09231971561306918
1,1,5041,1115,2856,7496,256,375,17139,0.29412451134838674,0.2550613736635598,0.4082125591355845,0.6613358252871786,0.12221576857960462,0.14791863636023386
2,1,2790,2527,5265,5612,788,1360,18342,0.1521099116781158,0.3711754779292204,0.5357668556850431,0.5531405365434661,0.2072715829649275,0.27229903962900937
1,1,7274,659,1499,784,70,659,10945,0.664595705801736,0.2453775491302674,0.3700777146045977,0.2676394621148625,0.07997258552663807,0.2453775491302674
1,1,12680,3243,4157,660,761,786,22287,0.5689415354242383,0.3814588259738037,0.4318811068319291,0.1720862462083161,0.18478491812566047,0.187795623280471
2,1,20782,5921,9212,1759,2568,1553,41795,0.4972365115444431,0.3763876506955614,0.4694775179380417,0.20514963799182784,0.2478764940662254,0.19276294958167456
1,1,4042,2204,1563,2286,263,689,11047,0.3658911921788721,0.446666743227821,0.3761467484796068,0.4548999991572609,0.15429636585590498,0.24973961274492257
1,1,1869,577,572,950,4762,203,8933,0.2092242247845069,0.2541494882675474,0.2530459247033146,0.32610926353467096,0.730122998214759,0.15074723392038347
1,1,8656,2746,2501,6845,694,980,22422,0.38604941575238605,0.34995571670873227,0.3339793935329118,0.5525219706516703,0.1759310769109055,0.209062367273605
2,1,11072,5989,5615,8321,955,2137,34089,0.32479685529056296,0.4191505359831417,0.40585205525726864,0.49406106511390485,0.16737652812701886,0.25037740295120925
1,1,2344,10678,3828,1439,1566,490,20345,0.11521258294421234,0.7244628352143283,0.43376760791362057,0.2659509523738676,0.27743869421713035,0.15519195100399583
1,1,25962,1780,3838,638,284,834,33336,0.7787976961843053,0.2310751573443858,0.33930928301011315,0.13834185528062792,0.09230015414138613,0.1581707892125319
1,1,964,4984,3316,937,409,7,10617,0.09079777714985401,0.6851538589927129,0.5588642797898399,0.29707690230163303,0.19627308346493222,0.025677226457642015
1,1,15603,2703,3833,4260,325,2563,29287,0.5327619763034793,0.30379846784580017,0.361769513643438,0.3813882912673283,0.10534264942085173,0.2958263529951961
1,1,1838,6380,2824,1218,1216,295,13771,0.133468883886428,0.6806558793640483,0.45284503140423676,0.2973999594725436,0.2971556884173884,0.1463619775766214
1,1,8635,820,3047,2312,415,225,15454,0.5587550148828783,0.230349074797074,0.44403353738397844,0.3867884178544641,0.16387156239197467,0.12066207933057682
1,1,18692,3838,593,4634,28,1215,29000,0.644551724137931,0.36379228632037663,0.1429974680267765,0.3997412956504192,0.031072773313293268,0.20468647176630392
1,1,7363,475,585,1112,72,216,9823,0.7495673419525604,0.21989974856677122,0.2440371031347556,0.33645758364008377,0.08561387932511758,0.1482875888241743
1,1,47493,2567,3779,5243,828,2253,62163,0.7640075285941799,0.20321087768890084,0.24655991022073495,0.29041827809133763,0.11541152659931737,0.19037705887303605
1,1,22096,3575,7041,11422,343,2564,47041,0.4697179056567675,0.2756765025641966,0.38688233420508095,0.4927570030801409,0.08539034875231065,0.23346443843264397
1,1,24929,1801,2475,2216,412,1047,32880,0.7581812652068126,0.23404046481911925,0.27436057046838425,0.2596085392932327,0.11193933010923433,0.17844625435528383
1,1,18226,659,2914,3752,586,578,26715,0.6822384428223844,0.15705982819070344,0.3302685231723806,0.37476051370871993,0.14810551094810273,0.14709107770165658
1,1,11210,3576,5119,561,1682,2398,24546,0.456693554958038,0.3816878979349073,0.4566697028151106,0.15117885985020335,0.2617716622581811,0.31256059463043917
1,1,6202,7775,10817,1183,3143,1970,31090,0.19948536506915407,0.5000804052429415,0.5898519966356198,0.19506619440441503,0.3179521964510508,0.25172291484965226
2,1,3062,6154,13916,230,8933,2784,35079,0.08728869123977308,0.4188467440482944,0.629844886530327,0.08097301601389571,0.5046323230478741,0.281715675610869
1,1,8885,2428,1777,1777,430,610,15907,0.5585591249135601,0.3906881156968793,0.3342331895289754,0.3342331895289754,0.1644144890879165,0.19582619118033506
1,1,13569,346,489,2077,44,659,17184,0.7896298882681564,0.1418978833914973,0.16869114947327415,0.34766111306047826,0.0506015949874114,0.1958306093554361
1,1,15671,5279,2406,559,562,572,25049,0.6256137969579624,0.4590718200951016,0.30992214924454653,0.1493862782525387,0.14978659950154133,0.15111334462538117
1,1,8040,3795,2070,6340,918,291,21454,0.37475529038873867,0.4205830363032106,0.31062115811506213,0.5436138222070906,0.2068555618175001,0.11646417546634284
1,1,3191,1993,1799,1730,234,710,9657,0.3304338821580201,0.4542893269555088,0.4316129493120844,0.4232548427404967,0.15566350786039593,0.2711490321939739
2,1,6134,23133,33586,6746,18594,5121,93314,0.06573504511648842,0.49790051532676194,0.5999371265398104,0.26887459255264456,0.44638851286445935,0.23426315327493943
1,1,6623,1860,4740,7683,205,1693,22804,0.29043150324504474,0.2855952341739006,0.4559147622953915,0.5804434308269041,0.09481376977228495,0.272472679666619
1,1,29526,7961,16966,432,363,1391,56639,0.5213015766521302,0.37490913581033963,0.5473081847104128,0.08733414742256251,0.08005630180401564,0.15671327135327556
1,1,10379,17972,4748,4686,1547,3265,42597,0.24365565650163157,0.6495441833150093,0.33386112170419174,0.3316741579086896,0.19057048967160703,0.27685481804785433
1,1,31614,489,1495,3242,111,615,37566,0.8415588564127137,0.1140924621600294,0.1994909135959774,0.2937710720850776,0.054358067964075905,0.1279499383016184
1,1,11092,5008,5249,453,392,373,22567,0.4915141578410954,0.4710806283329535,0.4822823539050538,0.14168118695228288,0.13179718033035404,0.12856344504133013
1,1,8475,1931,1883,5004,3593,987,21873,0.3874639967082705,0.2971234713786356,0.29340734634813237,0.47830450792796286,0.40529797337024936,0.21242439980930558
1,1,56083,4563,2124,6422,730,3321,73243,0.7657113990415466,0.2495986155635185,0.17029197955409386,0.29610932777448523,0.09983397602042149,0.21293711983511165
1,1,53205,4959,7336,3012,967,818,70297,0.7568601789550052,0.2656003594385647,0.3230436923903554,0.20699463439338942,0.11728563980862645,0.1078718820867312
1,1,9193,4885,2157,327,780,548,17890,0.5138624930128564,0.5225491116284887,0.34723212829791966,0.13519751404238925,0.20880559477993643,0.17501896407667625
1,1,7858,1110,1094,6818,49,287,17216,0.45643587360594795,0.2539190955072049,0.2520824052437164,0.6293067230475632,0.05334969157434809,0.12911444161462826
1,1,23257,1372,1677,982,429,655,28372,0.8197166220217116,0.21990346881865547,0.2431204862706855,0.18604190089991926,0.12296561055361858,0.1519412428079912
1,1,2153,1115,6684,4324,2894,411,17581,0.12246174847847108,0.25183474402279205,0.616589938505853,0.4959307708777922,0.4057209898966067,0.15289705625592853
2,1,1073,9679,15445,61,5980,1265,33503,0.03202698265826941,0.5374937223235038,0.678972379574145,0.04267004185279118,0.4224825184254029,0.19431369672050416
1,1,5909,23527,13699,10155,830,3636,57756,0.10230971673938638,0.6382410337388235,0.4870189712498138,0.41931597658496844,0.11987827702310885,0.25090734990021657
2,1,572,9763,22182,2221,4882,2563,42183,0.013559964914776094,0.48108621536431984,0.725156291014453,0.22945923840720725,0.340196746637834,0.24649355683351856
1,1,20893,1222,2576,3975,737,3628,33031,0.6325270200720535,0.1923422720963626,0.2792621442679904,0.34690272034281877,0.14937326810762402,0.33141547107097963
2,1,11908,8053,19847,1069,6374,698,47949,0.24834720223570877,0.4098161532232975,0.6433653359926581,0.14931349993277365,0.3645996542528401,0.12065294700561245
1,1,15218,258,1138,2516,333,204,19667,0.7737834951949967,0.11453567881523091,0.24054817821722613,0.35767308409237497,0.13012269751352556,0.10184648028952009
1,1,4720,1032,975,5500,197,56,12480,0.3782051282051282,0.28756270219259605,0.2795084971874737,0.6638562556797429,0.12563939036089122,0.06698641270570836
1,1,2083,5007,1563,1120,147,1550,11470,0.18160418482999127,0.6607042291869807,0.3691456712344156,0.31248365258026556,0.11320795841414999,0.36760731104690386
1,1,514,8323,6869,529,93,1040,17368,0.029594656840165823,0.6922533117492623,0.6288858931517315,0.17452310489144088,0.07317564666509553,0.2447043921161982
1,3,36817,3045,1493,4802,210,1824,48191,0.7639808262953663,0.2513683991438646,0.1760138873715768,0.3156662192248357,0.0660125756504796,0.19454919934329715
1,3,894,1703,1841,744,759,1153,7094,0.12602199041443474,0.4899612476980619,0.5094262293687626,0.32384774377825737,0.3270960471737384,0.403152225522688
1,3,680,1610,223,862,96,379,3850,0.17662337662337663,0.6466697906828632,0.24067006029433308,0.4731766096248883,0.15790840679034457,0.3137539775708962
1,3,27901,3749,6964,4479,603,2503,46199,0.6039308210134419,0.2848665347453182,0.38825145651888615,0.3113681911116751,0.1142463591006786,0.23276310247931947
1,3,9061,829,683,16919,621,139,28252,0.3207206569446411,0.17129814756415973,0.15548401726936809,0.7738606190270132,0.1482590460175604,0.07014275203694158
1,3,11693,2317,2543,5845,274,1409,24081,0.485569536148831,0.3101885467142305,0.3249645008770668,0.49266873079422857,0.10666895060052238,0.2418901800065243
2,3,17360,6200,9694,1293,3620,1721,39888,0.435218612113919,0.3942527344383472,0.4929812221160206,0.18004378395154566,0.3012542306959925,0.20771569094109568
1,3,3366,2884,2431,977,167,1104,10929,0.3079879220422729,0.5136974560986579,0.4716309165809371,0.29899027930159383,0.12361410323436879,0.3178295871142859
2,3,12238,7108,6235,1093,2328,2079,31081,0.39374537498793477,0.4782183293255075,0.4478893514509383,0.18752647464925906,0.2736805892994604,0.25863050808511445
1,3,49063,3965,4252,5970,1041,1404,65695,0.7468300479488545,0.24567187324787948,0.25440782755282143,0.3014539695806546,0.1258807165179798,0.14618990888177927
1,3,25767,3613,2013,10303,314,1384,43394,0.5937917684472508,0.28854871092229506,0.21538082944282225,0.4872670085987786,0.08506481889344808,0.17858838205262875
1,3,68951,4411,12609,8692,751,2406,97820,0.7048763034144346,0.21235119027364027,0.3590264898941534,0.29808905454714313,0.08762058315087294,0.15683174773211014
1,3,40254,640,3600,1042,436,18,45990,0.8752772341813437,0.11796638805434902,0.2797818551962664,0.15052275366012985,0.09736694412935497,0.019783564706223267
1,3,7149,2247,1242,1619,1226,128,13611,0.52523694070972,0.40630907193317684,0.30207569330806283,0.3448882569454277,0.3001236489971845,0.0969750400943102
1,3,15354,2102,2828,8366,386,1027,30063,0.5107274723081529,0.26442359012224886,0.3067068983761085,0.527524666619007,0.11331241454385382,0.18482855295100595
1,3,16260,594,1296,848,445,258,19701,0.825338815288564,0.1736397240519698,0.2564828703215624,0.20746927562878434,0.1502920021300828,0.11443680325840566
1,3,42786,286,471,1388,32,22,44985,0.9511170390130044,0.07973502856638595,0.10232378374017598,0.1756551432615316,0.026671112222530956,0.02211451799589927
1,3,2708,2160,2642,502,965,1522,10499,0.2579293266025336,0.4535789671237935,0.5016403229609286,0.2186643032851806,0.3031724188855439,0.3807442543964769
1,3,6022,3354,3261,2507,212,686,16042,0.37538960229397833,0.4572484828192639,0.45086460595850886,0.3953192028735494,0.11495786102630899,0.20679155637273725
1,3,2838,3086,4329,3838,825,1060,15976,0.17764146219328994,0.43950511614847104,0.5205467831330295,0.4901380958766053,0.22724427372303546,0.2575840140350904
2,2,3996,11103,12469,902,5952,741,35163,0.11364218070130534,0.5619235189265271,0.5954877777793838,0.16016230427867917,0.4114229377626625,0.14516641230732058
1,2,21273,2013,6550,909,811,1854,33410,0.6367255312780604,0.24546165022263855,0.4427743071810635,0.16494672754337167,0.1558016989970141,0.23556818026767615
2,2,7588,1897,5234,417,2208,254,17598,0.4311853619729515,0.3283235302156059,0.5453624128797063,0.15393464370048976,0.35421575808128475,0.12013932889582617
1,2,19087,1304,3643,3045,710,898,28687,0.6653536445079653,0.21320443230461864,0.35635841523689943,0.32580000135455767,0.1573209671603409,0.17692760620279344
2,2,8090,3199,6986,1455,3712,531,23973,0.33746297918491636,0.3652968500807672,0.5398251299269019,0.2463600615764098,0.3934982371461573,0.14882848738897672
2,2,6758,4560,9965,934,4538,1037,27792,0.2431635002878526,0.40506294954184235,0.5987958075282541,0.18332155716614243,0.40408464260353344,0.1931654622269513
1,2,444,879,2060,264,290,259,4196,0.10581506196377502,0.4576955582293528,0.7006737871206937,0.2508327408261384,0.26289435401456596,0.2484460762664649
2,2,16448,6243,6360,824,2662,2005,34542,0.47617393318279194,0.4251311500020926,0.4290963476020826,0.1544506946590252,0.2776069186763396,0.2409258770079124
2,2,5283,13316,20399,1809,8752,172,49731,0.1062315256077698,0.5174558452356245,0.6404582773381564,0.19072414968442755,0.4195078176060553,0.05880992524492227
2,2,2886,5302,9785,364,6236,555,25128,0.11485195797516715,0.4593470165681433,0.6240242303396073,0.12035710422492088,0.4981660092892796,0.14861667132332243
2,2,2599,3688,13829,492,10069,59,30736,0.08455882352941177,0.34639513385129467,0.6707670405561921,0.12651991096622134,0.5723602921310396,0.04381293346707236
2,2,161,7460,24773,617,11783,2410,47204,0.00341072790441488,0.39753924894658194,0.7244357940681436,0.11432815135694067,0.49961853086465613,0.2259535247332469
2,2,243,12939,8852,799,3909,211,26953,0.00901569398582718,0.692862091999044,0.5730825002643399,0.17217489785488832,0.38082835742811066,0.08847848384166569
2,2,6468,12867,21570,1840,7558,1543,51846,0.1247540793889596,0.4981739598720931,0.6450114806785627,0.1883871533679087,0.38180869639982024,0.17251439333763588
1,2,17327,2374,2842,1149,351,925,24968,0.693968279397629,0.30835321399632726,0.33738064095620807,0.21452017200574083,0.11856641275090408,0.19247706538311019
1,2,6987,1020,3007,416,257,656,12343,0.5660698371546625,0.28746814159370354,0.49357863153788967,0.18358462250160096,0.1442966329110436,0.23053748722206588
2,2,918,20655,13567,1465,6846,806,44257,0.02074248141536932,0.6831587164384347,0.5536699162964092,0.18193984759003462,0.39330318341522685,0.13495113301307116
1,2,7034,1492,2405,12569,299,1117,24916,0.2823085567506823,0.24470635634328125,0.3106836360688836,0.7102499339632595,0.1095459770088562,0.21173245126784612
1,2,29635,2335,8280,3046,371,117,43784,0.6768454229855655,0.230932855080512,0.43486799978118956,0.26375896620376293,0.09205115396397283,0.051693413759668315
2,2,2137,3737,19172,1274,17120,142,43582,0.049034004864393556,0.2928248778160145,0.6632543881266681,0.17097441869207464,0.6267557139573615,0.05708087134116702
1,2,9784,925,2405,4447,183,297,18041,0.5423202704949837,0.22643343930026383,0.3651129500944883,0.49648171847466616,0.10071525151045084,0.12830628230370775
1,2,10617,1795,7647,1483,857,1233,23632,0.44926371022342587,0.2756017605158907,0.5688467826691234,0.2505072714042546,0.19043210672440788,0.22841851266086502
2,2,1479,14982,11924,662,3891,3508,36446,0.04058058497503155,0.6411504640696198,0.5719868550066423,0.13477336109069485,0.32674253938513376,0.310245047090782
1,2,7127,1375,2201,2679,83,1059,14524,0.4907050399339025,0.3076863493268821,0.3892843110830589,0.4294802890063773,0.07559549690126277,0.27002555036853726
1,2,1182,3088,6114,978,821,1637,13820,0.08552821997105645,0.47269893552544473,0.6651333065520059,0.2660206840483161,0.24373480879598078,0.34416786534611715
1,2,11800,2713,3558,2121,706,51,20949,0.5632727099145544,0.35986801511794714,0.4121177532354838,0.3181915820042547,0.1835780287617238,0.04934048790031236
2,2,9759,25071,17645,1128,12408,1625,67636,0.14428706605949496,0.608831158840578,0.5107658748725246,0.12914143029588024,0.4283136691812703,0.15500215096785025
1,2,1774,3696,2280,514,275,834,9373,0.18926704363597568,0.6279523250052207,0.4932057316549866,0.2341759285622183,0.17128803941428183,0.29829344978203204
1,2,9155,1897,5167,2714,228,1113,20274,0.45156357896813654,0.30588905962757507,0.5048350615601964,0.3658770767842234,0.10604683280863333,0.2343030063542149
1,2,15881,713,3315,3703,1470,229,25311,0.6274347121804749,0.16783792939157674,0.3618987761668491,0.38249186613045755,0.24099277106302244,0.09511808306213823
1,2,13360,944,11593,915,1679,573,29064,0.45967519955959263,0.18022220740168976,0.6315681574162464,0.1774323704334184,0.24035195314741703,0.14041051056853707
1,2,25977,3587,2464,2369,140,1092,35629,0.7290970838362009,0.3172954699955357,0.2629774653229345,0.2578580616979009,0.06268479375001201,0.17506910140386298
1,2,32717,16784,13626,60869,1272,5609,130877,0.24998280828564223,0.35810968759155504,0.32266549575461095,0.6819718017116854,0.0985852381626407,0.20701940417120543
1,2,4414,1610,1431,3498,387,834,12174,0.36257598160013144,0.36366063213371097,0.3428492219038551,0.5360351312203473,0.1782948643387719,0.2617377571614447
1,2,542,899,1664,414,88,522,4129,0.13126665052070718,0.46661361264118584,0.6348252897152864,0.31664871440022474,0.14598858347558233,0.3555599283926898
1,2,16933,2209,3389,7849,210,1534,32124,0.5271136844726684,0.2622304071851634,0.32480370593846136,0.494301986634472,0.08085275797503966,0.21852336081188317
1,2,5113,1486,4583,5127,492,739,17540,0.29150513112884835,0.2910680994895849,0.5111638518776171,0.5406508177442073,0.1674818528606257,0.2052614652076756
1,2,9790,1786,5109,3570,182,1043,21480,0.4557728119180633,0.2883524121522845,0.4876978183375164,0.4076777125603456,0.09204888993248428,0.2203560687171655
2,2,11223,14881,26839,1234,9606,1102,64885,0.17296755798720814,0.4788989709709242,0.643148129179342,0.13790671876611132,0.3847681690126349,0.13032227201335647
1,2,22321,3216,1447,2208,178,2602,31972,0.698142124358814,0.3171561358585052,0.2127401021367975,0.26279350805221596,0.0746148205788821,0.2852783040241643
2,2,16823,928,2743,11559,332,3486,35871,0.46898608904128686,0.16084303010171705,0.2765293048001579,0.5676601268101594,0.09620492378388523,0.3117395824767257
2,2,27082,6817,10790,1365,4111,2139,52304,0.5177806668706026,0.3610182821702812,0.45419596397619016,0.16154699132714373,0.2803536965454846,0.20222644189716155
1,2,13970,1511,1330,650,146,778,18385,0.7598585803644275,0.2866819930421522,0.26896390615113225,0.18802901077525083,0.08911372766902917,0.20571122073598105
1,2,9351,1347,2611,8170,442,868,22789,0.4103295449558998,0.24312026679697005,0.3384860709398272,0.5987539535549022,0.13926708981170194,0.1951628845199361
1,2,3,333,7021,15601,15,550,23523,0.00012753475322025253,0.1189804925500312,0.5463275886497017,0.8143851842523413,0.02525220319301392,0.15290968387814083
1,2,2617,1188,5332,9584,573,1942,21236,0.12323413072141647,0.23652217389819177,0.5010818959919272,0.6717954285037397,0.16426345478150778,0.3024045034501186
2,3,381,4025,9670,388,7271,1371,23106,0.016489223578291353,0.4173693546753365,0.6469204091335223,0.12958462560269512,0.5609636081359504,0.24358825423370317
2,3,2320,5763,11238,767,5162,2158,27408,0.0846468184471687,0.4585488799533588,0.640332936605854,0.16728577364562364,0.43398061136985183,0.2805995998480923
1,3,255,5758,5923,349,4595,1328,18208,0.014004833040421792,0.5623474212122898,0.5703477649074936,0.13844637570380255,0.5023560483332636,0.2700647582302462
2,3,1689,6964,26316,1456,15469,37,51931,0.03252392597870251,0.36619805933316324,0.7118632877673983,0.16744313426340993,0.5457802010023151,0.026692393538820323
1,3,3043,1172,1763,2234,217,379,8808,0.34548138056312444,0.3647750728453092,0.44739126769792054,0.503619956766776,0.15696080375247531,0.20743448239584023
1,3,1198,2602,8335,402,3843,303,16683,0.07180962656596536,0.39492676813664196,0.7068312258423581,0.1552301051412666,0.4799523443345437,0.13476721056317031
2,3,2771,6939,15541,2693,6600,1115,35659,0.077708292436692,0.44112722690912676,0.6601686553204172,0.27481067367016515,0.4302168219904397,0.17682874056159636
2,3,27380,7184,12311,2809,4621,1022,55327,0.4948759195329586,0.36034176446007365,0.4717132817832746,0.22532392541582166,0.28900105171933116,0.13591171319066242
1,3,3428,2380,2028,1341,1184,665,11026,0.310901505532378,0.46460029846088924,0.4288693219831553,0.34874291623145787,0.32769276820761617,0.24558499514870852
2,3,5981,14641,20521,2005,12218,445,55811,0.10716525416136603,0.5121833640318653,0.6063723059778089,0.1895384332748093,0.46788611617930487,0.08929355289810688
1,3,3521,1099,1997,1796,173,995,9581,0.3674981734683227,0.33868302191437794,0.4565450226287535,0.4329599712537731,0.134374738308122,0.3222597903991265
2,3,1210,10044,22294,1741,12638,3137,51064,0.02369575434748551,0.4435023611573962,0.6607491036962566,0.18464687835189916,0.49748702665382244,0.24785623230203505
1,3,608,1106,1533,830,90,195,4362,0.13938560293443375,0.5035408780469391,0.5928273708334945,0.43621060076116275,0.14364100137662184,0.21143382912636555
2,3,117,6264,21203,228,8682,1111,37605,0.0031112883925009972,0.4081342841969742,0.7508892038531626,0.07786541937281599,0.48049303225818346,0.1718835176057263
1,3,14039,7393,2548,6386,1333,2341,34040,0.4124265569917744,0.46603182715861197,0.27359297137088295,0.43313141217362183,0.19788838264511371,0.2622442237733134
1,3,190,727,2012,245,184,127,3485,0.054519368723098996,0.45673659955967116,0.7598232823315084,0.26514390667749954,0.229777510752538,0.19089760037963552
1,3,22686,134,218,3157,9,548,26752,0.8480113636363636,0.07077408630188049,0.09027138774260687,0.3435256444882283,0.018341849551669443,0.14312389653990543
2,3,37,1275,22272,137,6747,110,30578,0.001210020276015436,0.2041975627829036,0.8534440811558108,0.06693538187182789,0.4697327245295455,0.05997797576897029
1,3,759,18664,1660,6114,536,4100,31833,0.023843181603995855,0.7657086941462429,0.2283574892619463,0.43825202609374314,0.12976082863438076,0.35888321245174976
1,3,796,5878,2109,340,232,776,10131,0.07857072352186359,0.7617082039842932,0.4562597226989244,0.18319486699484328,0.15132749211790272,0.27676088007503374
1,3,19746,2872,2006,2601,468,503,28196,0.7003121010072351,0.31915265882331395,0.2667299069099225,0.30372212176937735,0.12883360982731853,0.13356425362112476
1,3,4734,607,864,1206,159,405,7975,0.5936050156739812,0.2758855789355015,0.329148231035396,0.3888734633951195,0.14119951867919064,0.22535238862626047
1,3,2121,1601,2453,560,179,712,7626,0.2781274586939418,0.4581917502988915,0.5671531827966407,0.2709852254172542,0.15320682588419005,0.30555654896563433
1,3,4627,997,4438,191,1335,314,11902,0.3887581919005209,0.2894260424438312,0.6106377877382081,0.1266796079554742,0.33491196233820014,0.162425738883932
1,3,2615,873,1524,1103,514,468,7097,0.3684655488234465,0.35072741897080567,0.46339898786352335,0.3942306205274733,0.26911887391348693,0.25679438535091176
2,3,4692,6128,8025,1619,4515,3105,28084,0.16707021791767554,0.46712154226859276,0.534555790519203,0.24010098525841658,0.4009584727989573,0.33250740386041205
1,3,9561,2217,1664,1173,222,447,15284,0.6255561371368752,0.380859095830379,0.3299576079295949,0.27703235350545713,0.1205196807878703,0.17101541044533972
1,3,3477,894,534,1457,252,342,6956,0.49985623921794137,0.35849984541201274,0.2770708530670836,0.45766741140205675,0.19033580083310894,0.22173449768599338
1,3,22335,1196,2406,2046,101,558,28642,0.7797988967250891,0.20434495480542347,0.2898318715927156,0.2672705728451989,0.059382573736265834,0.13957750448048642
1,3,6211,337,683,1089,41,296,8657,0.7174540834007161,0.1973018882729991,0.2808837683954736,0.35467471719740573,0.06881897812398029,0.18491074432293583
